time,open,high,low,close,volume,volCcy
2022-07-03 01:00:00,19294.4,19350,19283.2,19300.9,208543,2085.43
2022-07-03 02:00:00,19301,19409.9,19260,19319.2,279549,2795.49
2022-07-03 03:00:00,19319.3,19422.8,19196.3,19272.2,407859,4078.59
2022-07-03 04:00:00,19272.1,19289.6,19200,19261,161520,1615.2
2022-07-03 05:00:00,19260.9,19383.3,19248.8,19353.7,212141,2121.41
2022-07-03 06:00:00,19355.3,19377.8,19310.9,19329.7,142619,1426.19
2022-07-03 07:00:00,19329.7,19343,19200,19248.5,250645,2506.45
2022-07-03 08:00:00,19248.5,19290.6,19160,19245,252872,2528.72
2022-07-03 09:00:00,19245,19258,19174,19190.1,207250,2072.5
2022-07-03 10:00:00,19190,19288.5,19181.7,19260.6,232491,2324.91
2022-07-03 11:00:00,19260.6,19306.4,19235.3,19262.7,197775,1977.75
2022-07-03 12:00:00,19262.7,19320,18777,19265,1504899,15048.99
2022-07-03 13:00:00,19265.4,19399,19026.4,19044.2,1508455,15084.55
2022-07-03 14:00:00,19044.2,19189,19031,19152,404666,4046.66
2022-07-03 15:00:00,19152.1,19162.8,19089,19137.6,217637,2176.37
2022-07-03 16:00:00,19137.6,19154.6,18923,19021.5,500576,5005.76
2022-07-03 17:00:00,19021.4,19088,18953.1,19041.1,359712,3597.12
2022-07-03 18:00:00,19043.3,19119.3,19028,19073.2,279988,2799.88
2022-07-03 19:00:00,19073.9,19149.5,19065.4,19090.1,204696,2046.96
2022-07-03 20:00:00,19090.1,19130,18984,19068.8,334675,3346.75
2022-07-03 21:00:00,19068.9,19087.6,18970,18981.5,366720,3667.2
2022-07-03 22:00:00,18981.5,19105,18968.3,19083.5,254837,2548.37
2022-07-03 23:00:00,19083,19122,19033,19046.3,266708,2667.08
2022-07-04 00:00:00,19046.4,19232.2,19014.1,19157.9,497512,4975.12
2022-07-04 01:00:00,19158,19258.1,19112.8,19220.2,226637,2266.37
2022-07-04 02:00:00,19221.2,19325.9,19180,19235.6,367011,3670.11
2022-07-04 03:00:00,19235.6,19577,19222.2,19489.8,655751,6557.51
2022-07-04 04:00:00,19492.4,19659.3,19405.8,19439.1,768492,7684.92
2022-07-04 05:00:00,19439,19469.1,19263.2,19300.6,343373,3433.73
2022-07-04 06:00:00,19300.6,19394.9,19228,19302.5,272399,2723.99
2022-07-04 07:00:00,19302.6,19339.9,19205.3,19315.7,243911,2439.11
2022-07-04 08:00:00,19315.6,19344,19214.6,19267.6,391459,3914.59
2022-07-04 09:00:00,19265.1,19273.2,19135.3,19227.3,407235,4072.35
2022-07-04 10:00:00,19227.4,19236.9,19060.3,19075,438160,4381.6
2022-07-04 11:00:00,19075.1,19132.9,19051.1,19106,246308,2463.08
2022-07-04 12:00:00,19106.1,19147,19083.1,19126.2,161068,1610.68
2022-07-04 13:00:00,19127,19151.8,19114,19137.4,111891,1118.91
2022-07-04 14:00:00,19137.4,19192.2,19080.8,19103.1,277407,2774.07
2022-07-04 15:00:00,19101.9,19147.4,19085,19123.1,230018,2300.18
